"","KID","API_NUMBER","API_NUM_NODASH","LEASE","WELL","FIELD","LATITUDE","LONGITUDE","LONG_LAT_SOURCE","TOWNSHIP","TWN_DIR","RANGE","RANGE_DIR","SECTION","SPOT","FEET_NORTH","FEET_EAST","FOOT_REF","ORIG_OPERATOR","CURR_OPERATOR","ELEVATION","ELEV_REF","DEPTH","PRODUCE_FORM","IP_OIL","IP_GAS","IP_WATER","PERMIT","SPUD","COMPLETION","PLUGGING","MODIFIED","OIL_KID","OIL_DOR_ID","GAS_KID","GAS_DOR_ID","KCC_DOCKET","STATUS","STATUS2","COMMENTS","permit_as_date","spud_as_date","completion_as_date","plugging_as_date","modified_as_date"
"418368",1044046928,"",NA,"Colorado Interstate Gas Co.","2","",37.1814068,-102.0299109,"Calc. from quarter calls",33,"S",43,"W",18,"    NE",NA,NA,"NE","Colorado Interstate Gas Corporation","unavailable",NA,"",NA,"",NA,NA,NA,"","","","","04-JAN-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I Injection Well under authority KDHE, no API (DRL 1-4-2012)",NA,NA,NA,NA,2012-01-04
"418369",1044046930,"",NA,"Deffenbaugh Industries","1","",39.02831,-94.7939474,"Calc. from quarter calls",12,"S",24,"E",7,"  NE NW NW",NA,NA,"NE","Deffenbaugh Industries","unavailable",NA,"",NA,"",NA,NA,NA,"","","","","04-JAN-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I Injection Well under authority KDHE, no API (DRL 1-4-2012)",NA,NA,NA,NA,2012-01-04
"418370",1044046935,"",NA,"Farmland Industries DW","1","",37.7736449,-99.9307238,"Calc. from quarter calls",26,"S",24,"W",22,"   SW NE",NA,NA,"NE","Farmland Industries","unavailable",NA,"",NA,"",NA,NA,NA,"","","","","04-JAN-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I Injection well under KDHE authority, no API (DRL 1-4-2012)",NA,NA,NA,NA,2012-01-04
"418371",1044046937,"",NA,"Koch Fractionation","1","UNKNOWN",38.0289942,-97.9754837,"Calc. from quarter calls",23,"S",6,"W",22,"  SW SW SW",NA,NA,"","Koch","unavailable",NA,"",NA,"",NA,NA,NA,"","","","","06-FEB-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I Injection Well under KDHE authority, no API (DRL 1-4-2012)  Well may correspond to Hamilton 1 well, operator Cities Service Oil,  API 15-155-00062 (DRL 2-6-2012)",NA,NA,NA,NA,2012-02-06
"418553",1044048679,"",NA,"Lakin SWD Well","1","UNKNOWN",37.941453,-101.2913011,"Calc. from quarter calls",24,"S",36,"W",29,"  SE NW NE",NA,NA,"","Regency Gas","unavailable",3073," GL",3762,"",NA,NA,NA,"","","07-DEC-1989","","07-MAY-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I Injection Well under authority KDHE, no API (DRL 1-11-2012)  Well data added per log info from KDHE, may match existing well API 15-093-20063 (DRL 1-11-2012)Operator formerly Colorado Interstate Gas Company (DRL 5-7-2012)",NA,NA,1989-12-07,NA,2012-05-07
"418582",1044049131,"15-091-20228",15091202280000,"Johnson County Landfill D","1","UNKNOWN",39.0264866,-94.7961409,"Calc. from quarter calls",12,"S",24,"E",7,"  SW NW NW",NA,NA,"","Johnson County Landfill","unavailable",870," GL",1972,"",NA,NA,NA,"","","20-APR-1990","","13-JAN-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I Injection Well under authority KDHE (DRL 1-12-2012)  Well may match Deffenbaugh Industries Class I well in same section (DRL 1-12-2012)",NA,NA,1990-04-20,NA,2012-01-13
"418638",1044051372,"",NA,"Hamilton","3","UNKNOWN",38.0317152,-97.9720558,"Calc. from quarter calls",23,"S",6,"W",22,"    SW",NA,NA,"","Oxy Inc. Hutchinson","unavailable",NA,"",4666,"",NA,NA,NA,"","","09-MAY-1990","","09-APR-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I Injection well under authority KDHE, no API (DRL 1-17-12)  Operator changed from Koch to Oxy per KDHE logs, depth changed from 4752 to 4666 (DRL 4-9-2012)",NA,NA,1990-05-09,NA,2012-04-09
"418810",1044053135,"",NA,"Oneok Fractionator (was Hamilton #3)","3","UNKNOWN",38.0308063,-97.9731996,"Calc. from quarter calls",23,"S",6,"W",22,"  NE SW SW",NA,NA,"","Koch","unavailable",NA,"",4752,"",NA,NA,NA,"","","09-MAY-1990","","09-APR-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I Injection Well under authority KDHE, no API (DRL 1-20-2012)  Well operator changed from 'Oxy Inc' to 'Koch' per KDHE records, as well as name change from 'Hamilton WWD 3' to 'Koch Fractionator 3'(DRL 1-25-12)Operator changed from Koch to Oneok pe",NA,NA,1990-05-09,NA,2012-04-09
"418907",1044054361,"",NA,"Oneok Fractionator (was Hamilton WWDW)","2","UNKNOWN",38.0326412,-97.9732208,"Calc. from quarter calls",23,"S",6,"W",22,"  SE NW SW",NA,NA,"","Oneok","unavailable",NA,"",4738,"",NA,NA,NA,"","","23-JAN-1985","","17-APR-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I Injection well under authority KDHE, no API (DRL 1-24-12)  KDHE elogs indicate former operators were Cities Service Oil and Gas and Oxy, well location, date, and depth per elog information (DRL 1-24-12)Operator changed from Koch to Oneok per KDHE",NA,NA,1985-01-23,NA,2012-04-17
"419611",1044063517,"15-019-27153",15019271530000,"Massey","2A-18-34-9","UNKNOWN",37.0990047,-96.4631915,"Calc. from footages",34,"S",9,"E",18," NW NE NE NW",0,2285,"NW","Nadel and Gussman LLC","Nadel and Gussman LLC",948," GL",NA,"",NA,NA,NA,"08-FEB-2012","","","","05-MAR-2013",NA,NA,NA,NA,"","LOC","Cancelled API Number","AB LOC SWD",2012-02-08,NA,NA,NA,2013-03-05
"419705",1044064162,"",NA,"Great Bend Packing","1","",38.3465415,-98.7705401,"Calc. from quarter calls",20,"S",13,"W",4,"  NE NW NW",NA,NA,"","John Morrell & Company","unavailable",1858," KB",NA,"",NA,NA,NA,"","","","","13-FEB-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I Injection Well under KDHE authority. No API (DRL 2-13-2012) Well may correspond to Great Bend Packing 1 in same section (DRL 2-13-2012)",NA,NA,NA,NA,2012-02-13
"419747",1044064558,"",NA,"Oneok","2","UNKNOWN",38.5299872,-98.3579895,"Calc. from quarter calls",17,"S",9,"W",31,"  SW SW NE",NA,NA,"","Oneok","unavailable",NA,"",3714,"",NA,NA,NA,"","","","","14-FEB-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I injection well under KDHE authority. No API (DRL 2-14-2012) Well may correspond to existing well 'SCHROEDER 2' operator Northern Gas Products or 'Bushton OWWO' operator Gulf Interstate in same section. Depth taken from Bushton  (DRL 2-14-2012)",NA,NA,NA,NA,2012-02-14
"420027",1044066562,"",NA,"Northern Natural Gas","1","",37.5872695,-99.4130595,"Calc. from quarter calls",28,"S",19,"W",20,"  SE SE SE",NA,NA,"","Northern Natural Gas Company","unavailable",NA,"",NA,"",NA,NA,NA,"","","","","21-FEB-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I injection well under KDHE authority. No API (DRL 2-21-2012)  Well may match existing 'Mullinville 1' well in same section. API 15-097-00170 (DRL 2-21-2012)",NA,NA,NA,NA,2012-02-21
"420029",1044066578,"",NA,"'W'","3","UNKNOWN",38.3695413,-97.7679863,"Center of section",19,"S",4,"W",28,"    ",NA,NA,"","Koch Underground Storage","unavailable",NA,"",477,"",NA,NA,NA,"","","12-MAR-1998","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","Salt cavern gas storage well, under authority KDHE, no API (DRL 12-6-2011)",NA,NA,1998-03-12,NA,2012-01-10
"420030",1044066579,"",NA,"'W'","4","UNKNOWN",38.3695413,-97.7679863,"Center of section",19,"S",4,"W",28,"    ",NA,NA,"","Koch Underground Storage","unavailable",NA,"",472,"",NA,NA,NA,"","","12-MAR-1998","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","Salt cavern gas storage well, under authority KDHE, no API (DRL 12-6-2011)",NA,NA,1998-03-12,NA,2012-01-10
"420031",1044066580,"",NA,"X","X-1","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","KOCH UNDERGROUND STORAGE","unavailable",NA,"",585,"",NA,NA,NA,"","","15-APR-1998","","09-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","Salt cavern gas storage well, under authority KDHE, no API (DRL 1-9-12)      Location approximated from other wells in series (DRL 12-20-11)",NA,NA,1998-04-15,NA,2012-01-09
"420032",1044066581,"",NA,"X","X-2","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","Koch Underground Storage","unavailable",NA,"",502,"",NA,NA,NA,"","","12-MAR-1998","","09-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","Salt cavern gas storage well, under authority KDHE, no API (DRL 1-9-12)   Location approximated from other wells in series (DRL 12-20-2011)",NA,NA,1998-03-12,NA,2012-01-09
"420523",1044076443,"",NA,"WASTE WATER DISPOSAL WELL","1","",37.5690405,-97.4409699,"Calc. from quarter calls",28,"S",1,"W",33,"   NW SW",NA,NA,"","Air Products and Chemical, Inc.","unavailable",NA,"",4626,"",NA,NA,NA,"","","17-JUL-1991","","06-JAN-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I injection well under KDHE authority, no API (DRL 1-6-12)  Location, date, and depth added per e-log record from KDHE (DRL 1-6-12)",NA,NA,1991-07-17,NA,2012-01-06
"420635",1044078491,"",NA,"Ferrell Gas","1","UNKNOWN",38.0216354,-97.9961952,"Calc. from quarter calls",23,"S",6,"W",29,"  SE SE NE",NA,NA,"","Ferrell Gas","unavailable",1588," KB",4765,"",NA,NA,NA,"","","01-JAN-1993","","13-MAR-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I Injection well under authority KDHE, no API (DRL 3-13-12) Well may correspond to existing SWD well in same section (DRL 3-13-2012)Quarter calls and well info per logs from KDHE (DRL 3-13-2012)",NA,NA,1993-01-01,NA,2012-03-13
"420880",1044080821,"15-077-21832",15077218320000,"Gates Trust 3407","8-1","UNKNOWN",37.1076492,-98.1009504,"Calc. from footages",34,"S",7,"W",8," E2 NW NW NE",-330,-2234,"NE","Shell Gulf of Mexico Inc.","Shell Gulf of Mexico Inc.",1341," GL",NA,"",NA,NA,NA,"20-MAR-2012","","","","04-FEB-2014",NA,NA,NA,NA,"","LOC","Expired Intent to Drill (C-1)","AB LOC SWD",2012-03-20,NA,NA,NA,2014-02-04
"421193",1044085105,"",NA,"Oneok","3","",38.5263547,-98.3505639,"Calc. from quarter calls",17,"S",9,"W",31,"  SE NE SE",NA,NA,"","Oneok","unavailable",NA,"",NA,"",NA,NA,NA,"","","","","06-APR-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I injection well under authority KDHE, no API (DRL 4-4-2012)  Well may correspond to exisiting Northern Natural Gas 'Schroeder SWD 3' in same section (DRL 4-6-2012)",NA,NA,NA,NA,2012-04-06
"421359",1044091401,"",NA,"Tyson","1","UNKNOWN",38.4028705,-96.2089664,"Calc. from footages",19,"S",11,"E",17,"  SE NE NE",4500,-350,"SE","Tyson","unavailable",1121," TOPO",2785,"",NA,NA,NA,"","","","","10-JAN-2013",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I injection well under KDHE authority, no API.KDHE Permit No. KS-01-111-001  Former Operator was Iowa Beef Processors Inc. (DRL 4-20-2012)",NA,NA,NA,NA,2013-01-10
"421360",1044091403,"",NA,"Winfield State Tran. School","1","",37.2602918,-96.9704858,"Calc. from quarter calls",32,"S",4,"E",15,"  SE SE SE",NA,NA,"","Winfield State","unavailable",NA,"",NA,"",NA,NA,NA,"","","","","13-APR-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I injection well under KDHE authority, no API. Well may correspond to existing well with API 15-035-72246 and B&S Well Service operator. (DRL 4-13-2012)",NA,NA,NA,NA,2012-04-13
"421361",1044091405,"",NA,"Exide","","",38.9098047,-99.3599359,"Calc. from quarter calls",13,"S",18,"W",19,"  NE SW NE",NA,NA,"","Exide","unavailable",NA,"",NA,"",NA,NA,NA,"","","","","13-APR-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I injection well under KDHE authority, no API (DRL 4-13-2012)",NA,NA,NA,NA,2012-04-13
"421362",1044091408,"",NA,"Oneok","7","",38.5299872,-98.3579895,"Calc. from quarter calls",17,"S",9,"W",31,"  SW SW NE",NA,NA,"","Oneok","unavailable",NA,"",NA,"",NA,NA,NA,"","","","","13-APR-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I injection well under KDHE authority, no API (DRL 4-13-2012)",NA,NA,NA,NA,2012-04-13
"421363",1044091410,"",NA,"Northern Natural Gas","1","",38.5209059,-98.3530149,"Calc. from quarter calls",18,"S",9,"W",6,"  NW NE NE",NA,NA,"","Northern Natural Gas Company","unavailable",NA,"",NA,"",NA,NA,NA,"","","","","13-APR-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I injection well under KDHE authority, no API. Well may correspond to existing well with API 15-159-00086 (DRL 4-13-2012)",NA,NA,NA,NA,2012-04-13
"421364",1044091412,"",NA,"NCRA Refinery","3","",38.4227693,-97.6607093,"Calc. from quarter calls",19,"S",3,"W",4,"  NW SE SW",NA,NA,"","National Coop. Refinery Association","unavailable",NA,"",NA,"",NA,NA,NA,"","","","","13-APR-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I injection well under KDHE authority, no API (DRL 4-13-2012)",NA,NA,NA,NA,2012-04-13
"421423",1044091852,"",NA,"Williams Conway West","2","UNKNOWN",38.3820214,-97.8263103,"Calc. from footages",19,"S",5,"W",24,"  SW NE SW",1820,1650,"SW","Mid America Pipeline - MAPCO - Williams Conway","unavailable",1589," TOPO",NA,"",NA,NA,NA,"","","","","18-NOV-2014",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Permitted, Not Drilled. Class 1 injection well under authority of KDHE, no API KDHE Permit No. KS-01-113-007(DRL 4-16-2012)",NA,NA,NA,NA,2014-11-18
"421424",1044091854,"",NA,"Sentry","1","UNKNOWN",38.4121113,-98.0266996,"Calc. from quarter calls",19,"S",6,"W",7,"  NE NE SW",NA,NA,"","Sentry","unavailable",NA,"",NA,"",NA,NA,NA,"","","","","04-MAY-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class 1 injection well under authority of KDHE. Well may correspond to existing well 'Wolf 1'with API 15-159-03333 and KID 1001281897 (DRL 4-16-2012)",NA,NA,NA,NA,2012-05-04
"421461",1044092157,"",NA,"NASC","1","",38.3104665,-98.1842209,"Calc. from quarter calls",20,"S",8,"W",15,"  NE NE SE",NA,NA,"","North American Salt Company","unavailable",NA,"",NA,"",NA,NA,NA,"","","","","17-APR-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I Injection well under authority of KDHE, no API. Well may correspond to Hutchins 1 well with KID 1001282244. (DRL 4-17-2012)",NA,NA,NA,NA,2012-04-17
"421462",1044092159,"",NA,"NASC","2","",38.3104665,-98.1842209,"Calc. from quarter calls",20,"S",8,"W",15,"  NE NE SE",NA,NA,"","North American Salt Company","unavailable",NA,"",NA,"",NA,NA,NA,"","","","","17-APR-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I Injection well under authority of KDHE, no API (DRL 4-17-2012)",NA,NA,NA,NA,2012-04-17
"421463",1044092164,"",NA,"Yaggy","1","",38.1060747,-98.0273297,"Calc. from quarter calls",22,"S",6,"W",30,"   N2 SW",NA,NA,"","Oneok","unavailable",NA,"",NA,"",NA,NA,NA,"","","","","17-APR-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I injection well under authority of KDHE, no API (DRL 4-17-2012)",NA,NA,NA,NA,2012-04-17
"421464",1044092167,"",NA,"City of Hutchinson","3","",38.0330148,-97.8838113,"Calc. from quarter calls",23,"S",5,"W",21,"  SW NW SW",NA,NA,"","City of Hutchinson","unavailable",NA,"",NA,"",NA,NA,NA,"","","","","17-APR-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I Injection well under authority of KDHE, no API (DRL 4-17-2012)",NA,NA,NA,NA,2012-04-17
"421465",1044092212,"",NA,"Oneok","1","",38.5281689,-98.3505726,"Calc. from quarter calls",17,"S",9,"W",31,"  NE NE SE",NA,NA,"","Oneok","unavailable",NA,"",NA,"",NA,NA,NA,"","","","","13-APR-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I injection well under authority KDHE, no API (DRL 4-13-2012)Well may correspond to well with API 15-053-19058 in same section (DRL 4-13-2012)",NA,NA,NA,NA,2012-04-13
"421613",1044093191,"",NA,"Tyson Jones","2","UNKNOWN",37.9979787,-101.0279617,"Calc. from footages",24,"S",34,"W",2,"  SW SW NW",3254,-4841,"SE","Tyson","unavailable",2903," TOPO",6600,"",NA,NA,NA,"","","17-AUG-1992","","07-MAY-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I injection well under authority of KDHE, no API. Operator formerly Iowa Beef Processors. Well depth, drilling date, etc. taken from KDHE e-logs (DRL 4-20-2012)",NA,NA,1992-08-17,NA,2012-05-07
"422135",1044101047,"",NA,"Oneok Hillside","2","",38.0234726,-97.9869713,"Calc. from quarter calls",23,"S",6,"W",28,"  NE SE NW",NA,NA,"","Oneok","unavailable",1570," TOPO",NA,"",NA,NA,NA,"","","","","07-MAY-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I injection well under KDHE authority. May be well with KID 1043447432 (DRL 5-7-2012)",NA,NA,NA,NA,2012-05-07
"422136",1044101049,"",NA,"Amoco Production Co.","1","",37.5611604,-101.4906376,"Calc. from quarter calls",29,"S",38,"W",5,"  NE NE NE",NA,NA,"","Amoco Production Company","unavailable",3149," TOPO",NA,"",NA,NA,NA,"","","","","07-MAY-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I Injection well under authority KDHE, no API. Possibly well with KID 1002915459 in same section (DRL 5-7-2012)",NA,NA,NA,NA,2012-05-07
"422143",1044101155,"15-033-21635",15033216350000,"Yankee SWD","2-27","UNKNOWN",37.137743,-99.1621242,"Calc. from footages",33,"S",17,"W",27," NE SW SW SW",409,411,"SW","SandRidge Exploration and Production LLC","SandRidge Exploration and Production LLC",1838," GL",NA,"",NA,NA,NA,"04-MAY-2012","","","","12-MAY-2014",NA,NA,NA,NA,"","LOC","Expired Intent to Drill (C-1)","AB-LOC SWD",2012-05-04,NA,NA,NA,2014-05-12
"422849",1044113123,"15-191-22653",15191226530000,"Source","14-44 SWD","UNKNOWN",37.1758344,-97.2761695,"Calc. from footages",33,"S",1,"E",14," SW NE SE SE",702,-429,"SE","Source Energy Midcon LLC","Source Energy MidCon LLC",1146," GL",NA,"",NA,NA,NA,"23-MAY-2012","","","","11-JUL-2013",NA,NA,NA,NA,"","LOC","Expired Intent to Drill (C-1)","AB LOC SWD",2012-05-23,NA,NA,NA,2013-07-11
"423219",1044121774,"15-135-25416",15135254160000,"Casey 32V","1 SWD","UNKNOWN",38.5244315,-99.6707778,"Calc. from footages",17,"S",21,"W",32," SW SE SE SW",185,2180,"SW","EnCana Oil & Gas (USA) Inc.","EnCana Oil & Gas (USA) Inc.",2184," GL",NA,"",NA,NA,NA,"06-JUN-2012","","","","01-SEP-2013",NA,NA,NA,NA,"","LOC","Expired Intent to Drill (C-1)","AB LOC SWD",2012-06-06,NA,NA,NA,2013-09-01
"424636",1044138939,"15-079-20692",15079206920000,"Nattier","16V-1 SWD","Gingrass",37.9561148,-97.2142015,"Calc. from footages",24,"S",2,"E",16," SE SW SW SE",235,-2010,"SE","EnCana Oil & Gas (USA) Inc.","K3 Oil & Gas Operating Company",1452," KB",4125,"",NA,NA,NA,"18-JUL-2012","18-AUG-2012","28-AUG-2012","","04-NOV-2015",1044230616,143525,NA,NA,"D31303.0","SWD","Authorized Injection Well","Name corrected from Nattier 1-16V SWD to Nattier 16V-1 SWD per operator (DRL 7-11-2013)",2012-07-18,2012-08-18,2012-08-28,NA,2015-11-04
"424876",1044141089,"",NA,"Amoco","1","",37.9688472,-97.9505421,"Calc. from quarter calls",24,"S",6,"W",14,"  NE NE NW",NA,NA,"","Amoco Production Co.","unavailable",1541," TOPO",NA,"",NA,NA,NA,"","","","","30-JUL-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I injection well under KDHE authority, no API (DRL 7-30-2012)",NA,NA,NA,NA,2012-07-30
"424877",1044141094,"",NA,"Wheatland Electric","2","",37.9703344,-100.8954798,"Calc. from quarter calls",24,"S",33,"W",13,"  NW SE NW",NA,NA,"","Wheatland Electric","unavailable",2845," TOPO",NA,"",NA,NA,NA,"","","","","30-JUL-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I injection well under KDHE authority, no API (DRL 7-30-2012)",NA,NA,NA,NA,2012-07-30
"424878",1044141096,"",NA,"Wheatland Electric","3","UNKNOWN",37.9721932,-100.8955193,"Calc. from quarter calls",24,"S",33,"W",13,"  SW NE NW",NA,NA,"","Wheatland Electric","unavailable",2845," TOPO",NA,"",NA,NA,NA,"","","","","30-JUL-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I injection well under KDHE authority, no API (DRL 7-30-2012)",NA,NA,NA,NA,2012-07-30
"424879",1044141101,"",NA,"Sunflower Electric","2","",37.7312512,-99.9500569,"Calc. from quarter calls",27,"S",24,"W",4,"  NW SW NE",NA,NA,"","Sunflower Electric","unavailable",2455," TOPO",NA,"",NA,NA,NA,"","","","","30-JUL-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I injection well under KDHE authority, no API (DRL 7-30-2012)",NA,NA,NA,NA,2012-07-30
"424903",1044141485,"",NA,"Amoco Production Co.","2","",37.5602697,-101.4929393,"Calc. from quarter calls",29,"S",38,"W",5,"  W2 NE NE",NA,NA,"","Amoco Production Co.","unavailable",3152," TOPO",NA,"",NA,NA,NA,"","","","","31-JUL-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I Injection well under KDHE authority, no API (DRL 7-31-2012)",NA,NA,NA,NA,2012-07-31
"424904",1044141487,"",NA,"Amoco Production Co.","3","UNKNOWN",37.5611864,-101.4952477,"Calc. from quarter calls",29,"S",38,"W",5,"  NE NW NE",NA,NA,"","Amoco Production Co.","unavailable",3146," TOPO",NA,"",NA,NA,NA,"","","","","31-JUL-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class I Injection well under KDHE authority, no API. Could correspond to 'McGannon 3' in same section with API 15-067-20609-0001 (DRL 7-31-2012)",NA,NA,NA,NA,2012-07-31
"425397",1044152611,"15-083-21835",15083218350000,"Hahn Inc","1 SWD","UNKNOWN",38.1451869,-99.8272966,"Calc. from footages",22,"S",23,"W",15," N2 N2 NE NE",-200,-660,"NE","Tug Hill Operating, LLC","Tug Hill Operating, LLC",2344," GL",NA,"",NA,NA,NA,"16-AUG-2012","","","","05-JUN-2013",NA,NA,NA,NA,"","LOC","Cancelled API Number","AB LOC SWD",2012-08-16,NA,NA,NA,2013-06-05
"426407",1044173306,"15-011-01232",15011012320000,"WOODWARD","WSW 1","BRONSON-XENIA",37.8831684,-95.0542056,"Calc. from footages",25,"S",21,"E",12,"   NE SW",1935,-3300,"SE","CRA, INC.","S & K Oil Production, Inc.",1048.4," GL",1034,"",NA,NA,NA,"","","17-MAR-1966","","08-JUN-2018",1001106311,100172,NA,NA,"","OTHER(WATER)","Producing","this well's completion report previously linked to the Woodward 1 SWD well, removed and merged with this KCC Water Supply well record 15-011-01232(DLS-DRL 2015-03-13)",NA,NA,1966-03-17,NA,2018-06-08
"427109",1044181192,"15-077-10015-0001",15077100150001,"HELBERT","1","GERBER",37.3139344,-97.8659417,"Calc. from footages",31,"S",5,"W",28,"  SW SW SE",330,-2310,"SE","WHITE OILFIELD SUPPLY","unavailable",1332," DF",4844,"",NA,NA,NA,"","16-MAY-1987","05-JUN-1987","01-JAN-1990","25-JUN-1997",NA,NA,NA,NA,"","SWD-P&A","Well Drilled","Conv. to SWDW by White Supply re API15-077-10015. (CUTTINGS WELL_ID=113722)",NA,1987-05-16,1987-06-05,1990-01-01,1997-06-25
"429401",1044214429,"",NA,"City of Lakin","WDW 1","UNKNOWN",37.9605253,-101.2695501,"Calc. from quarter calls",24,"S",36,"W",16,"   SE SE",NA,NA,"","City of Lakin, Petrotek","unavailable",3077," KB",6470,"",NA,NA,NA,"","","07-JUL-2012","","17-AUG-2017",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Deep Class V well regulated by KDHE, per KDHE (DLS-KGS 8-17-2017) well added per Gerlach records, no API (JAR 1-11-2012)",NA,NA,2012-07-07,NA,2017-08-17
"432144",1044246645,"15-155-21655",15155216550000,"Campbell 2409","23-1","UNKNOWN",37.9538783,-98.2752733,"Calc. from footages",24,"S",9,"W",23," NE SE NW NE",-710,-1500,"NE","Shell Gulf of Mexico Inc.","Tapstone Energy, LLC",1642," GL",NA,"",NA,NA,NA,"15-APR-2013","","","","23-JUL-2014",NA,NA,NA,NA,"","LOC","Expired Intent to Drill (C-1)","AB LOC SWD",2013-04-15,NA,NA,NA,2014-07-23
"432161",1044246662,"15-155-21652",15155216520000,"Moeckel 2510","11-1","UNKNOWN",37.8964234,-98.3851958,"Calc. from footages",25,"S",10,"W",11," SE NE NW NE",-340,-1350,"NE","Shell Gulf of Mexico Inc.","Tapstone Energy, LLC",1741," GL",NA,"",NA,NA,NA,"12-APR-2013","","","","23-JUL-2014",NA,NA,NA,NA,"","LOC","Expired Intent to Drill (C-1)","AB LOC SWD",2013-04-12,NA,NA,NA,2014-07-23
"435029",1044577786,"15-195-33071",15195330710000,"KELLER","2","RIGA NORTHEAST",38.9406065,-99.6538334,"Calc. from footages",13,"S",21,"W",9,"  SW NE NE",4290,-990,"SE","HARBAR OIL & GAS CO","unavailable",2188," KB",3900,"",NA,NA,NA,"23-DEC-1958","26-DEC-1958","05-JAN-1959","01-APR-1963","19-MAR-2015",NA,NA,NA,NA,"","OIL-P&A","Converted to SWD Well","According to completion card, well was plugged back in April of 1963 and converted to a Cedar Hill SWD. (KCC)plugging date added to record 2015-03-19 (DLS)",1958-12-23,1958-12-26,1959-01-05,1963-04-01,2015-03-19
"436168",1044591239,"15-205-28214",15205282140000,"Wing, Mark E.","10-1","UNKNOWN",37.6304565,-95.6357062,"Calc. from footages",28,"S",16,"E",10," NE NW NE NE",-300,-835,"NE","PostRock Midcontinent Production LLC","PostRock Midcontinent Production LLC",1042," GL",NA,"",NA,NA,NA,"05-AUG-2013","","","","10-FEB-2015",NA,NA,NA,NA,"","LOC","Expired Intent to Drill (C-1)","AB LOC SWD",2013-08-05,NA,NA,NA,2015-02-10
