,KID,API_NUMBER,has_api,activity,well_type,assignment,reason,notes,comments_examined,documents_verified,STATUS,STATUS2,COMMENTS
285,1001187060,15-007-01172,NA,plugged,may_swd,comments,oil_to_swd,after_period_as_swd_well_question_mark_comments,yes,yes,OIL-P&A,Plugged and Abandoned,Plugged by Kansas Oilfield Supply Corp. after a period as a SWD well (?).
522,1001187667,15-007-70080,NA,plugged,may_swd,comments,oil_to_swd,converted_to_swd_or_eor_per_comments_no_supporting_documents,yes,yes,OIL-P&A,Plugged and Abandoned,Later converted to SWD or EOR.
613,1001187779,15-007-01815,NA,plugged,prob_swd,comments,oil_to_swd,drillers_log_states_swd_and_comments,yes,yes,OIL-P&A,Plugged and Abandoned,"According to scout cards, was changed to SWDW  at a later date. Have two cards, two drillers logs. Dates a problem."
10943,1001218488,15-051-05880,NA,plugged,prob_swd,comments,oil_to_swd,converted_to_swdw_in_comments_not_mentioned_in_drillers_log,yes,yes,OIL-P&A,Plugged and Abandoned,Well deepened 02-08-1952 to 02-28-1952 to a new total depth of 3836 feet. Converted to SWDW.(DRL 08-09-06)
17376,1001255363,15-113-00941,NA,plugged,prob_swd,comments,oil_to_swd,salt_water_disposal_well_in_comments_not_in_docs_though,yes,yes,OIL-P&A,Plugged and Abandoned,SALT WATER DISPOSAL WELL (CUTTINGS WELL_ID=62251)
36169,1001317567,15-185-01672,NA,plugged,may_swd,comments,oil_to_swd,swd_in_comments_but_no_documents,yes,yes,OIL-P&A,Plugged and Abandoned,Discovery well for Shaeffer-Rothgarn field. APPLEGATE SWD 7 in 1953 by H G KAISER
36170,1001317568,15-185-01673,NA,plugged,may_swd,comments,oil_to_swd,swd_in_comments_but_no_documents,yes,yes,OIL-P&A,Plugged and Abandoned,APPLEGATE SWD 7 in 1953 by H G KAISER
54411,1002891193,15-015-21221,NA,plugged,may_swd,comments,oil_to_swd,swd_in_name_log_and_comments_only,yes,yes,OIL-P&A,Plugged and Abandoned,E-log marked as Rolston SWD no. 3 (DRL 06-05-07)
67900,1002905678,15-035-24057,NA,plugged,may_swd,comments,oil_to_swd,conv_to_swdw_12_94_handwritten_on_aco1,yes,yes,OIL-P&A,Plugged and Abandoned,ACO-1 has note says converted to SWDW
72725,1002911027,15-051-01716,NA,plugged,prob_not_swd,comments,oil_to_swd,comments_talk_location_no_docs_say_swd,yes,yes,OIL-P&A,Plugged and Abandoned,Mercury elogs read location as NW/4 & SWD - LH 7-27-2000
73460,1002911925,15-053-01284,NA,plugged,prob_swd,comments,oil_to_swd,swd_in_comments_but_no_documents,yes,yes_no_docs,OIL-P&A,Plugged and Abandoned,SWDW (CUTTINGS WELL_ID=63446)
110539,1002953315,15-191-30189,NA,plugged,prob_not_swd,comments,oil_to_swd,swd_in_comments_matches_same_API_with_0001_extension,yes,yes,OIL-P&A,Plugged and Abandoned,1983 OWWO as REUSSER 2 by Brandt (SWD)
119788,1005422294,15-035-70708,NA,plugged,prob_swd,comments,oil_to_swd,STATUS_of_SWD-P&A_in_online_database,yes,yes,OIL-P&A,Plugged and Abandoned,DEEPENED TO 2994 IN 1951-1952 AS SWDW
229499,1006769314,15-015-78102,NA,plugged,prob_swd,comments,oil_to_swd,STATUS_of_SWD-P&A_in_online_database,yes,yes,OIL-P&A,Plugged and Abandoned,Converted to SWD. Plugged by Thomas E. Wilkinson.
296324,1028017328,15-051-00395-0001,NA,plugged,prob_swd,comments,oil_to_swd,converted_in_comments_consistent_with_oil_production_to_1998_and_plugged_2003_but_no_swd_in_docs,,yes,OIL-P&A,Plugged and Abandoned,"Plugged by Berexco, Inc.; converted to SWD after 1998."
312739,1030278155,15-009-00362-0001,NA,plugged,prob_swd,comments,oil_to_swd,STATUS_of_SWD-P&A_in_online_database,yes,yes_no_docs,OIL-P&A,Plugged and Abandoned,converted to SWD. Discovery well for Unruh field.
667,1001187872,15-007-01379,NA,plugged,prob_not_swd,comments,oil_to_swd,plugged_as_swd_in_comments_in_2000_but_no_docs_after_1947_and_API_in_comments_listed_as_swd_with_identical_lat_long__and_well_number_so_i'm_calling_that_the_true_swd,yes,yes,OIL-P&A,Spudded,"Plugged by Smith Oil Operations as SWD, api also listed as 15-007-19004."
10249,1001217754,15-051-04974,NA,plugged,prob_not_swd,comments,swd_log_name_only,swd_in_elog_per_comments_no_supporting_docs,yes,yes,OIL-P&A,Spudded,"elog fields marked Burnett, Lane Wells elog marked SWD - LH 7-27-2000"
30670,1001300396,15-167-03380,NA,plugged,prob_swd,comments,oil_to_swd,swd_in_comments_but_no_documents_no_other_wells_seem_to_match,yes,yes,OIL-P&A,Spudded,"9-16-1953, plugged back to 2410 for oil. 1-13-1954 deepened to 3571 for SWD. New operator CRA."
187665,1006138936,15-167-30043,NA,plugged,prob_swd,comments,oil_to_swd,comments_say_converted_to_swd_at_some_point_no_doc_refs,yes,yes,OIL-P&A,Well Drilled,Converted to SWD at some point.
31874,1001302015,15-167-05587,NA,plugged,def_not,comments,oil,mislabeled_log_in_comments,yes,yes,OIL-P&A,,"Elog labeled Ebel B 1, which is a shallow SWD well. Attached to this well based on depths, dates, elevations, and no other suitable candidate."
319698,1031009605,15-115-70671,NA,plugged,may_swd,comments,dual_oil_swd,comments_say_was_once_dual_completion_per_scout_card_but_do_not_have_docs,yes,yes_no_docs,OIL-P&A,,"Original operator name changed from Rounds & Stewart to Clifton L. McCown; status changed from SWD to OIL; IP and producing zone added; per drillers log; (Note: scout card says dual completion, oil from Miss., disposal in Arbuckle); (DRL/DRS, 12-04-2009)"
250889,1020065650,,NA,active,prob_not_swd,comments,unknown,comments_indicate_likely_duplicate_poorly_classified_elog,yes,yes_no_docs,OTHER(),,"elog marked in pencil, Collins SWD 1-BRB10/9/2000  quarter call & KB not on elog thus top card/ACO1 not identifiable for well number-BRB10/9/2000"
463412,1005735526,,NA,active,def_not,comments,unknown,comments_indicate_that_if_swd_then_duplicate,yes,yes_no_docs,OTHER(),,believed to be same well as Mid-West Oil and Gas drilled in the twenties-also exact footage as a Stanolind #1 SWD drilled to just over 500 feet-LKS
463464,1005738670,,NA,test,may_swd,comments,swd_test,comments_say_test_no_docs,yes,yes_no_docs,OTHER(),,SALT WATER DISPOSAL TEST
63810,1002901058,15-035-01765,NA,active,prob_swd,comments,strat_to_swd,status_D&A_online_completion_report_says_swd,yes,yes,OTHER(STRAT),Converted to SWD Well,Footages changed from 250 fsl 200 fwl to 485 fsl 5217 fel per KCC 2nd OWWO location.  Range Oil re-entered strat well in 1978 changed to SWD (DRL 12-2-2013)
32175,1001302408,15-167-22108,NA,plugged,may_swd,comments,swd,drillers_log_has_lease_as_swd,yes,yes,OTHER-P&A(LH),Plugged and Abandoned,Drillers Log lists lease at South Fairport SWD. Completion date changed from 07-07-1983 to 06-04-1983 per Drillers Log. (DRL 01/2007)
97602,1002938237,15-151-00287,NA,plugged,prob_swd,comments,oil_to_swd,comments_say_converted_to_swd_no_docs_for_that_date_or_after_though,yes,yes,OTHER-P&A(LH),Plugged and Abandoned,"THIS WAS ORIGINALLY A LOST HOLE IN 1954.  IT WAS RE-ENTERED IN 1958 AND WAS CONVERTED TO A SWD WELL. IN 1954 WHEN THIS HOLE WAS LOST, THEY SKIDDED THE RIG AND DRILLED THE BUCKLIN 'A' 1 (15-151-19036)."
173142,1006109400,15-147-20189,NA,lh_swd,prob_swd,comments,lost_hole_swd,tried_to_drill_swd_lost_the_hole,,yes,OTHER-P&A(LH),Plugged and Abandoned,"Intented as SWD well. Lost Hole and plugged. Rig skidded west 6' to complete the Wiltrout 3 SWD well, 15-147-19121. Quarter calls changed from N2 NE SW NE to SE SW NE per Laughlin and Simmons Survey noted on Drillers log. (DS-DRL 2-16-2012)"
62025,1002899082,15-033-10021,NA,plugged,prob_swd,comments,dual_gas_swd,drillers_log_says_swd_plugging_report_says_dual_completion,yes,yes,OTHER-P&A(OIL&GAS-INJ),Plugged and Abandoned,SWD in Chase and Council Grove
70412,1002908435,15-049-20769,NA,intent,swd,status1,,,,,SWD,Approved Intent to Drill,status changed from D&A to SWDW per C-10 (DRL 6-26-2014)
312809,1030278931,15-001-29052,NA,intent,swd,status1,,,,,SWD,Approved Intent to Drill,Disposal into Arbuckle.
371,1001187359,15-007-01189,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Later SWD.
7962,1001210565,15-051-22098,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Location changed from E2 of NW SW NW per Elog and C-10; Completion Date changed from 12 February 1981 per C-10. Well also refered to as Henderson-Collins SWD #1 as seen on Well Log. (DRL 07-10-06)
36997,1001318847,15-185-12493,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,"Well history shows well originally drilled as an oil well. Then deepened several months later and completed as a SWD. KGS-W, MTD, 05/11/2018"
64301,1002901609,15-035-02325,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,THIS IS A SALT WATER DISPOSAL WELL-SHALLOW DRL.1ST (CUTTINGS WELL_ID=19211)
80224,1002919083,15-073-23684,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,1/1/91  Samples marked #2 Hull A SWD (CUTTINGS WELL_ID=103198)
111525,1002954437,15-197-20145,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,"Well is a dual completed well - SWD and Producer - production is shut-in. Is a current, authorized disposal well. per American Energies and KCC (DS-DRL 4-28-2011)."
122554,1005703332,15-015-20851,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,"1 BOX; SAMP. READ: 1 CORBIN SWDW,990'N/450'E/C"
136023,1006035227,15-039-20257,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,"Elog has lease name Lester Pool SWD #1 and has quarters SW SW SW SE, which are incorrect. (DRL 10/2007)"
151978,1006067011,15-071-20387,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,"Disposing into Lansing, Kansas City per ACO-1. (DRL 05 2008)"
156955,1006077013,15-083-21294,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Disposal into Cedar Hills.
168282,1006099665,15-135-21455,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,elog lease name: Rupp A 4 SWD
250660,1012744110,15-113-20784,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,THIS IS A SALT WATER DISPOSAL WELL.
256330,1025722131,15-205-23404,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,"operator, API, elevation, TD, spud, comp dates per ACO1 - SKS 6/10/2002  elogs mismarked Clinesmith 1-B SWD; Location listed as 260 feet FNL per Completion Report (KGS-DRL 6-24-2016)."
267707,1025830115,15-195-20608-0001,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Injecting into Cedar Hills; ACO-1 lists well name and number as Duncan SWD. (DRL 11-27-2007)
269632,1026517781,15-007-00572-0001,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,"Previous name was Garner SWD 1, changed by KCC."
305924,1028642304,15-049-22390,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Arbuckle (Disposal Zone)
312802,1030278917,15-001-29045,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Disposal into Arbuckle.
314683,1030282162,15-163-02844,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,"On 2 Jul 2007, the KCC renamed this record from BARRY LKC UNIT 6-20 to BARRY SWD SY D11. MCM 3 Jul 2007"
315596,1030455643,15-031-22002,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Water Disposal Well
343464,1032577274,15-159-03770-0001,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Disposal intoo Arbuckle.
345453,1033431961,15-125-30794,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Disposal into Arbuckle.
351300,1033973088,15-077-21549,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,"Despite SWD designation, listed as infield discovery well for Crystal Springs South field, Mississippian gas."
353034,1034470412,15-133-26580,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Disposal into Cherokee coals (based on Intent)
354576,1034869693,15-023-20682,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,"Disposal into Cedar Hills. TD corrected from 3427 to 3247 per second ACO-1, elogs. (DRL-DS 6-11-2013)"
359672,1035942243,15-155-19043,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,"This well is a workover of an oil well completed 12-31-1966; was converted to a SWD. (DRL 02-01-2013)There was an additional record in the KGS database for this well in sec. 24, with API 15-155-30158 for some time. Corrected to sec 17 per KCC (DLS-DRL 02"
365455,1036126105,15-051-23946-0002,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Disposal into Cedar Hills.
366092,1036145514,15-205-27005,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Pennsylvanian Coals (Disposal Zone)
366846,1036236449,15-195-21847-0001,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Disposal into Cedar Hills.
368575,1036283823,15-167-23408,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Disposal into Arbuckle.
375161,1037027426,15-195-22467,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Disposal into Arbuckle; Field listed as Maddie on ACO-1 (sp. on ACO-1 as Mattie). Completion date changed from 31 July 2007. (DRL 12 2007)
376204,1037036111,15-205-27256,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Disposal into Arbuckle
381663,1037351510,15-019-26849,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Disposal into Arbuckle.
388446,1038337695,15-019-26924,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Disposal into Arbuckle
388842,1038340736,15-083-21568,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,"Other operator Pintail Petroleum, Ltd., who gave over well when SWD decision was made. Original name was Tammen 'C' WFO 1-30."
389659,1038514588,15-135-24843,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,"Well was intented as Carlson-Armstrong Unit 1-7, but changed as part of SWD application. Footages changed based on GPS."
389972,1038574510,15-007-23367,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Originally filed as oil/gas well. Converted to saltwater disposal well once drilled. Source: KCC. Injection into Arbuckle.
390734,1038698729,15-009-25275,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Disposal into Arbuckle.
390808,1038699905,15-125-31808,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Disposal into Arbuckle.
390945,1038700048,15-009-06900-0001,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,"other API was 15-009-90927. Orig drilled by Sun Oil as McKinney 1,compl 8-3-1955, TD 3580, D&A. Drilled deeper by Honaker and Davis 5-2-1956, renamed McKinney 2, TD 3610, TA.  Then deeper to 3741, Converted to SWD 8-14-1956 and renamed B-2(DLS-DRL 12-18-"
401965,1042327896,15-031-22585,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Disposal into Lansing-Kansas City.
407799,1043235767,15-131-20027-0002,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,SWD disposal status and lease number assignment confirmed by operator on 06/12/12.
410196,1043458193,15-207-27792,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Disposal into Arbuckle.
412945,1043924111,15-163-23960,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Disposal into arbuckle
416117,1043995056,15-195-22735,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,"Pintail Petroleum only drilled hole, Whitetail Crude completed well as SWD; Corrected ACO-1 pending (DS-  DRL 03-12-2013 per Pintail Petr)"
424636,1044138939,15-079-20692,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Name corrected from Nattier 1-16V SWD to Nattier 16V-1 SWD per operator (DRL 7-11-2013)
450652,1008430162,15-083-21461,NA,active,swd,status1,,,,,SWD,Authorized Injection Well,Disposal into Arbuckle
256483,1025759788,15-119-10196-0001,NA,active,swd,status1,,,,,SWD,Converted to EOR Well,"Well status changed from D&A to SWD per Completion form, spud date was prev. listed in database as 04-01-1983 but compl form rec'd at KCC 02-19-1982 and log run 02-02-1982. (DRL 02-25-2009)"
182505,1006128461,15-163-22786,NA,active,swd,status1,,,,,SWD,Converted to Producing Well,Originally drilled as an oil well but completed as a SWD well. (drl 8-19-05)
17384,1001255398,15-113-01615,NA,active,swd,status1,,,,,SWD,Converted to SWD Well,SWD 3630 (CUTTINGS WELL_ID=62278)
296527,1028094898,15-051-23312-0002,NA,ab_loc,swd,comments,,,,,SWD,Injection Authorization Terminated,AB-LOC SWD
311645,1029101278,15-121-27768,NA,intent,swd,status1,,,,,SWD,ON LIST,Disposal into Cherokee Group.
31197,1001301089,15-167-04374,NA,active,swd,status1,,,,,SWD,Recompleted,'Maier Salt Water Disposal #2' on log   (AB 4-25-00)
78640,1002917480,15-073-21507,NA,active,swd,status1,,,,,SWD,Recompleted,"On 3 Jan 2008, the KCC changed the number on this well from 2 to 1 SWD. MCM 4 Jan 2008"
105556,1002947609,15-175-21709,NA,active,swd,status1,,,,,SWD,Recompleted,Name listed on Cement Bond Log is Printz 1 SWD (DRL 05-05-2015)
158318,1006079742,15-093-21306,NA,active,swd,status1,,,,,SWD,Recompleted,"Tim Carr said: This is a well that produced a little noncommercial oil from the Mississippian , then was recompleted as a salt water disposal well (probably for water from Panoma and Hugoton wells).  The oil is not from the Panoma. 06-25-2002 MCM"
180409,1006124139,15-163-20492,NA,active,swd,status1,,,,,SWD,Recompleted,SWDW
202593,1006168980,15-195-22081,NA,active,swd,status1,,,,,SWD,Recompleted,Disposal into Cedar Hills Formation. (DRL 02 2007)
256346,1025724716,15-093-21306-0001,NA,active,swd,status1,,,,,SWD,Recompleted,"Tim Carr said: This is a well that produced a little noncommercial oil from the Mississippian , then was recompleted as a salt water disposal well (probably for water from Panoma and Hugoton wells).  The oil is not from the Panoma. 06-25-2002 MCM"
280153,1027627321,15-057-20313-0001,NA,active,swd,status1,,,,,SWD,Recompleted,Disposal into Mississippian Osage
292652,1027962888,15-131-20027-0001,NA,active,swd,status1,,,,,SWD,Recompleted,SWD disposal status and lease number assignment confirmed by operator on 06/12/12.
319103,1031002616,15-065-01013-0002,NA,active,swd,status1,,,,,SWD,Recompleted,It appears that the KCC changed the API from 15-065-03396-0002 to 15-065-01013-0002. MCM 15 Jun 2007    disposal formation: cedar hill
352337,1034469000,15-039-20969,NA,active,swd,status1,,,,,SWD,Recompleted,ACO-1 lists status as SWD with no production or producing formation. (DRL 03 2008)
352775,1034469890,15-099-23903,NA,active,swd,status1,,,,,SWD,Recompleted,Changed status from SWD per ACO-1. (DRL 04-29-2008)
11015,1001218563,15-051-05964,NA,pre,swd,comments,,,,,SWD,Spudded,"Deepening record does not list status as SWD; well original depth was 3466 with IP of 3036 BO, deepened in 1947. Spud and completion dates listed above refer to original well, not deepening/workover - added from Deepening Record. (DRL 10-26-06)"
372006,1036763967,15-055-20841-0001,NA,ab_loc,swd,comments,,,,,SWD,UIC Application Dismissed,"Application for SWD was received 7-29-1998, Dismissal of Injection Applic for SWD Authority was issued on 4-3-07 by KCC. Field Inspection by KCC 8-19-02 well is a gas producer. (DS 11-02-2009)"
9204,1001216604,15-051-03567,NA,active,swd,status1,,,,,SWD,,elog marked SWD - LH 7-24-2000  Spud and comp. dates added via top card-BJB 08/21/00
459642,1044940281,,NA,active,swd,status1,,,,,SWD,,SWD into Arbuckle 4010-4290
107694,1002950055,15-185-12249-0001,NA,plugged,swd,status1,,,,,SWD-P&A,Approved for Plugging - CP-1 Received,"GROW 4 OWWO in 1983, SWD plugged 1994"
312930,1030279191,15-081-30081-0001,NA,plugged,swd,status1,,,,,SWD-P&A,Authorized Injection Well,From Donna Dill at the KCC: 15-081-30081-0000 is the Fromong 1 drilled in 1965.  It was reworked as a SWD well in 1983 and called the Fromong 2. There is another Fromong 2 (15-081-30082-0000) drilled in 1966.   MCM 12-29-03
677,1001187884,15-007-01646,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,Converted to SWD. Plugged by Haven Oil Operations.
5136,1001198730,15-009-70198,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,"Deepened to 3744 starting 11-13-1943 and completing 1-13-1944, changed to SWD from oil."
9313,1001216723,15-051-03706,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,Converted to SWDW upon completion of original well; Completion of conversion 17 January 1955; Original depth was 3783. (DRL 09-19-06)
11528,1001219283,15-051-70163,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,"Quarter call changed via top card- BJB 09/07/00  comp date per top card - dm 05-14-2001. D&A in 1941 TD 3700, re-entered 1979 for SWD TD 4185 per scout card (DRL-KGS 5/31/2017)"
19708,1001271607,15-151-10713,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,"AKA: Frisbie SWDW 1. KGSW, MTD, 12/05/2017"
27004,1001289859,15-163-02680,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,SWDW
27259,1001290232,15-163-03250,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,elog lease name is Sutor A SWDW 1 - kcn - 6-16-2000
78035,1002916859,15-073-20812,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,"Footages 2970 FSL 990 FEL removed from well record, C-10 and completion cards place well in NW NW NW. Well was completed D&A 4-13-1974, re-entered 7-25-1974, wash down, completed 10-24-1974 as SWDW (DS-DRL 6-18-2010)"
83489,1002922658,15-083-20011,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,Disposal into Cedar Hill.
104034,1002945846,15-173-00905,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,Well was dry and abandoned then converted into SWD by operator. (DRL 02 2008)
110479,1002953251,15-191-30119,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,Originally dry; converted to SWDW 3/15/1967.
152814,1006068705,15-075-30003,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,"I think the D on the supporting records is because this is a disposal well, so I removed the D from the lease_name. MCM 12-16-04"
167885,1006098867,15-135-21049,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,JNE 12 (CUTTINGS WELL_ID=82131)  e-log marked 150' SE of NE NE & Petersilie SWD B - EB 11-30-2201
177389,1006117971,15-155-21245,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,White & Ellis was the original operator.  Operations turned over to Falcon Exploration at 3790 feet to be deepened for disposal purposes. (DRL 03-19-07)
182516,1006128483,15-163-22798,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,also Kennedy SWD #2 on log  (AB 3-30-00)
188189,1006139991,15-171-20015,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,Status changed to SWD per Driller's Log and other documentation. (DRL 05 2008)
201023,1006165827,15-195-20404,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,elog marked Tidball SWD - LH 7-5-2000
207533,1006738695,15-115-70638,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,"Well number changed from 2 SWD to 3 SWD, KB added, spud and completion dates added, per drillers log; (DRL/DRS, 09/11/2009)."
232195,1006772806,15-015-70180,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,Well plugged by W.M.J. CO. Elog lists quarter calls as SE SE SE. Drillers log states well use: water supply. SWD use from KCC plugging record (DRL-DS 6/16/2010).
236633,1006779084,15-035-72239,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,SWD
246621,1006807844,15-159-72079,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,"Lease name and quarter calls changed to match top card, confirmed by total depth and SWD-BJB 6/28/00"
248311,1006821436,15-119-70553,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,"Operator at plugging is RAMA Operating. Well entered from workover ACO-1 conversion to SWD, completion date of original well stated 1976, TD 6280. KGS has no ACO-1 for original well. (DRL 07-13-09)"
254195,1025686518,15-067-10025,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,Elogs marked McGannon Disposal 2. Lane-Well log a pages photocopy.
256121,1025720727,15-055-20352-0001,NA,plugged,swd,status1,dual_gas_swd,,yes,,SWD-P&A,Plugged and Abandoned,"Dual completion, gas from Chase and disposal in Marmaton."
280241,1027629279,15-005-20116,NA,plugged,swd,status1,NA,,yes,,SWD-P&A,Plugged and Abandoned,ACO-1 lists lease as 20104 JV-P Walnut 5 SWD. (DRL 07/2007)
304961,1028444289,15-051-20970-0001,NA,plugged,swd,status1,unapproved,,yes,,SWD-P&A,Plugged and Abandoned,Unapproved SWD
305406,1028477209,15-051-20397-0001,NA,plugged,swd,status1,NA,,yes,,SWD-P&A,Plugged and Abandoned,SWD by Thomason Oil Company
319075,1031002558,15-051-19075-0001,NA,plugged,swd,status1,NA,,yes,,SWD-P&A,Plugged and Abandoned,Disposal into Cedar Hills Formation per ACO-1. (DRL 12-05-06)
320651,1031332555,15-007-21262-0001,NA,plugged,swd,status1,NA,,yes,,SWD-P&A,Plugged and Abandoned,SWD by CMX
341065,1031994692,15-077-20652-0002,NA,plugged,swd,status1,also_swd,,yes,,SWD-P&A,Plugged and Abandoned,Also SWD.
342380,1032455291,15-185-00049-0001,NA,plugged,swd,status1,workover_to_swd,,yes,,SWD-P&A,Plugged and Abandoned,"Probably two workovers, Sept. 1963 D&A and 1964 as SWDW.  Scout cards for both."
365905,1036127121,15-195-20277-0002,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,"Info from the KCC, 21 May 2007, explaining why this series of records is so confusing:  15-198-20277-00-02 - SWD Application submitted in 1990 BUT submitted under 15-195-21267 Pfeifer 3 990 FSL, 990 FEL, NWSESE.  Order was written and well put on Docket"
411871,1043696948,15-049-21858-0001,NA,plugged,swd,status1,oil_to_swd,original_well_does_not_have_suffix_is_oil_pa,yes,yes,SWD-P&A,Plugged and Abandoned,Original well converted to SWD API 15-049-21858
453678,1046106490,15-167-19527,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,Workover to SWD by CRA.
481247,1046442195,15-185-29298-0001,NA,plugged,swd,status1,,,,,SWD-P&A,Plugged and Abandoned,"AKA: Fischer SWD #1 and Fischer SWDS/JT #1. KGS-W, MTD, 05/08/2018"
395699,1040722255,15-197-20265-0001,NA,ab_loc,swd,comments,,,,,SWD-P&A,UIC Application Dismissed,Application for SWD was received but before any action was taken well was plugged (DRL per KCC) Footage changed from 3620 FNL to 1320 FNL per ACO-1 and aerial images. (DS-DRL 12-02-2010)
427109,1044181192,15-077-10015-0001,NA,plugged,swd,status1,,,,,SWD-P&A,Well Drilled,Conv. to SWDW by White Supply re API15-077-10015. (CUTTINGS WELL_ID=113722)
105176,1002947145,15-173-03815,NA,plugged,swd,status1,,,,,SWD-P&A,,Well name changed from William Brown SWD per Driller's Log. Spud and completion dates added from Driller's Log. (DRL 02 2008)
254737,1025712560,15-081-30082-0001,NA,plugged,swd,status1,,,,,SWD-P&A,,From Donna Dill at the KCC: 15-081-30081-0000 is the Fromong 1 drilled in 1965.  It was reworked as a SWD well in 1983 and called the Fromong 2. There is another Fromong 2 (15-081-30082-0000) drilled in 1966.   MCM 12-29-03
350883,1033972187,15-053-20001-0001,NA,plugged,swd,status1,,,,,SWD-P&A,,"The KCC had a scout card that allowed us to figure out that the KRENKE 'A' 3 was a workover of the Peterman 1, and that it was a SWD well in the end and that it was plugged. 03-09-2006"
393056,1039253608,15-167-07950-0001,NA,plugged,swd,status1,,,,,SWD-P&A,,Well added per info on Western KS Oil and Refg. Schneider 2 card. re. OWWO conversion to SWD. (DS 02-02-2002)
368510,1036283226,15-175-60002-0001,NA,active,swd_class1,comments,,,,,OTHER(CLASS ONE (OLD)),Authorized Injection Well,"Class I well under KDHE authority, converted to Class II (DRL 7-31-2012)"
